ccn_str,facility_name_reit_file,state,owner_cluster,year,event_time,ltcfocus_facility_name,ltcfocus_state,ltcfocus_total_beds,ltcfocus_residents,ltcfocus_avg_dailycensus,ltcfocus_medicaid_share,ltcfocus_medicare_share,ltcfocus_rn_hprd,ltcfocus_lpn_hprd,ltcfocus_cna_hprd,ltcfocus_directcare_hprd,ltcfocus_source_file
105723,HEARTLAND HEALTH CARE CENTER FORT MYER,FL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER FORT MYER,FL,120,,,47.06,31.09,0.5785714285714285,0.7453781512605043,3.844117647058824,5.1680672268907575,facil2010new.xls
105723,HEARTLAND HEALTH CARE CENTER FORT MYERS,FL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER FORT MYERS,FL,120,,112.42,36.7,29.36,0.358,1.178,2.975,4.511,facility_2011.xls
105723,HEARTLAND HEALTH CARE CENTER FORT MYERS,FL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER FORT MYERS,FL,120,,111.3,34.48,34.48,0.35,0.997,2.534,3.88,facility_2012.xls
105723,HEARTLAND HEALTH CARE CENTER FORT MYERS,FL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER FORT MYERS,FL,120,,108.64,36.28,34.51,0.443,0.906,2.56,3.909,facility_2013.xls
105755,HEARTLAND HEALTH CARE CENTER BOYNTON B,FL,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER BOYNTON B,FL,120,,,57.66,15.32,0.2054054054054054,1.0869369369369368,2.7364864864864864,4.0288288288288285,facil2009new.xls
105755,HEARTLAND HEALTH CARE CENTER BOYNTON B,FL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER BOYNTON B,FL,120,,,75.93,15.74,0.2875,1.013425925925926,2.967592592592593,4.268518518518518,facil2010new.xls
105755,HEARTLAND HEALTH CARE CENTER BOYNTON BEACH,FL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER BOYNTON BEACH,FL,120,,112.4,82.57,13.76,0.232,1.139,2.694,4.065,facility_2011.xls
105755,HEARTLAND HEALTH CARE CENTER BOYNTON BEACH,FL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER BOYNTON BEACH,FL,120,,113.75,76.92,17.95,0.212,0.977,2.421,3.61,facility_2012.xls
105755,HEARTLAND HEALTH CARE CENTER BOYNTON BEACH,FL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER BOYNTON BEACH,FL,120,,112.73,72.65,18.8,0.302,0.857,2.383,3.542,facility_2013.xls
105762,HEARTLAND HEALTH CARE CENTER PROSPERIT,FL,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER PROSPERIT,FL,120,,,50.93,9.26,0.3564814814814814,1.0476851851851852,2.968055555555555,4.372222222222222,facil2009new.xls
105762,HEARTLAND HEALTH CARE CENTER PROSPERIT,FL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER PROSPERIT,FL,120,,,48.65,12.61,0.4103603603603603,0.9990990990990992,2.702252252252252,4.1117117117117115,facil2010new.xls
105762,HEARTLAND HEALTH CARE CENTER PROSPERITY OAKS,FL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER PROSPERITY OAKS,FL,120,,104.01,48.65,12.61,0.41,0.999,2.702,4.112,facility_2011.xls
105762,HEARTLAND HEALTH CARE CENTER PROSPERITY OAKS,FL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER PROSPERITY OAKS,FL,120,,105.27,52.34,16.82,0.353,1.009,2.639,4.001,facility_2012.xls
105762,HEARTLAND HEALTH CARE CENTER PROSPERITY OAKS,FL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER PROSPERITY OAKS,FL,120,,99.61,41.35,20.19,0.586,0.859,2.498,3.942,facility_2013.xls
105842,HEARTLAND HEALTH CARE & REHAB,FL,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE & REHAB,FL,140,,,0.0,54.76,0.2422619047619048,1.226190476190476,2.9422619047619047,4.410714285714286,facil2009new.xls
105842,HEARTLAND HEALTH CARE & REHABILITATION,FL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE & REHABILITATION,FL,140,,,2.44,42.68,0.6390243902439026,1.0951219512195125,2.8426829268292684,4.576829268292683,facil2010new.xls
105842,HEARTLAND HEALTH CARE & REHABILITATION CENTER,FL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE & REHABILITATION CENTER,FL,140,,94.45,5.94,42.57,0.472,1.056,2.614,4.143,facility_2011.xls
105842,HEARTLAND HEALTH CARE & REHABILITATION CENTER,FL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE & REHABILITATION CENTER,FL,140,,94.36,13.19,32.97,0.595,1.144,2.657,4.396,facility_2012.xls
105842,HEARTLAND HEALTH CARE & REHABILITATION CENTER,FL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE & REHABILITATION CENTER,FL,140,,91.52,27.17,35.87,0.78,1.203,2.941,4.924,facility_2013.xls
105852,HEARTLAND HEALTH CARE AND REHABILITATI,FL,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE AND REHABILITATI,FL,120,,,0.0,41.1,0.7102739726027398,1.2657534246575344,3.184931506849315,5.160958904109589,facil2009new.xls
105852,HEARTLAND HEALTH CARE AND REHABILITATI,FL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE AND REHABILITATI,FL,120,,,1.45,62.32,0.744927536231884,1.3289855072463768,3.3942028985507244,5.468115942028985,facil2010new.xls
105852,HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF,FL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF,FL,120,,74.27,18.84,50.72,0.711,1.214,2.628,4.553,facility_2011.xls
105852,HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF,FL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF,FL,120,,75.2,17.91,38.81,0.811,1.282,2.772,4.865,facility_2012.xls
105852,HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF,FL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF,FL,120,,73.26,15.58,49.35,0.595,1.077,2.488,4.161,facility_2013.xls
105911,MANORCARE HEALTH SERVICES WEST PALM BE,FL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES WEST PALM BE,FL,120,,,58.93,13.39,0.3241071428571428,1.0415178571428572,2.864732142857143,4.230357142857143,facil2009new.xls
105911,MANORCARE HEALTH SERVICES WEST PALM BE,FL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES WEST PALM BE,FL,120,,,65.66,11.11,0.4207070707070707,1.1919191919191918,2.9555555555555553,4.5681818181818175,facil2010new.xls
105911,MANORCARE HEALTH SERVICES WEST PALM BEACH,FL,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES WEST PALM BEACH,FL,120,,107.64,64.0,16.0,0.279,1.099,2.475,3.853,facility_2011.xls
105911,MANORCARE HEALTH SERVICES WEST PALM BEACH,FL,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES WEST PALM BEACH,FL,120,,108.74,64.0,16.0,0.279,1.099,2.475,3.853,facility_2012.xls
105911,MANORCARE HEALTH SERVICES WEST PALM BEACH,FL,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES WEST PALM BEACH,FL,120,,106.22,50.46,28.44,0.311,1.119,2.625,4.056,facility_2013.xls
105965,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES,FL,129,,,36.89,30.1,0.521359223300971,0.9024271844660194,2.960679611650485,4.384466019417475,facil2009new.xls
105965,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES,FL,129,,,39.83,31.36,0.4050847457627119,0.8207627118644069,2.8499999999999996,4.075847457627119,facil2010new.xls
105965,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES,FL,129,,112.77,40.52,36.21,0.472,0.829,2.946,4.247,facility_2011.xls
105965,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES,FL,129,,105.93,39.09,39.09,0.556,0.894,2.574,4.024,facility_2012.xls
105965,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES,FL,129,,97.5,44.0,28.0,0.42,1.0,3.047,4.466,facility_2013.xls
106005,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES,FL,120,,,43.24,35.14,0.3572072072072073,1.201801801801802,3.00900900900901,4.5680180180180185,facil2009new.xls
106005,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES,FL,120,,,46.79,40.37,0.5559633027522937,0.776605504587156,2.8844036697247706,4.21697247706422,facil2010new.xls
106005,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES,FL,120,,114.02,38.14,42.37,0.705,0.689,2.605,4.0,facility_2011.xls
106005,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES,FL,120,,112.17,47.52,35.64,0.609,0.746,2.731,4.085,facility_2012.xls
106005,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES,FL,120,,109.29,44.14,33.33,0.728,0.581,2.503,3.811,facility_2013.xls
106020,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES,FL,120,,,37.84,33.33,0.3779279279279279,0.7801801801801801,2.681981981981982,3.84009009009009,facil2009new.xls
106020,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES,FL,120,,,46.46,24.24,0.596969696969697,0.9272727272727272,3.112626262626263,4.636868686868687,facil2010new.xls
106020,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES,FL,120,,111.41,34.23,28.83,0.332,1.083,2.463,3.878,facility_2011.xls
106020,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES,FL,120,,110.53,46.3,32.41,0.356,1.062,2.581,3.999,facility_2012.xls
106020,MANORCARE HEALTH SERVICES,FL,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES,FL,120,,109.24,45.95,32.43,0.302,1.07,2.554,3.926,facility_2013.xls
145004,MANORCARE OF ELGIN,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF ELGIN,IL,88,,,68.49,20.55,1.0465753424657531,0.4958904109589041,1.8267123287671236,3.3691780821917807,facil2009new.xls
145004,MANORCARE OF ELGIN,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF ELGIN,IL,88,,,76.71,19.18,0.8232876712328766,0.4082191780821917,1.7075342465753425,2.9390410958904107,facil2010new.xls
145004,MANORCARE OF ELGIN,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF ELGIN,IL,88,,74.26,81.69,9.86,0.953,0.451,2.168,3.572,facility_2011.xls
145004,MANORCARE OF ELGIN,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF ELGIN,IL,88,,74.02,70.51,23.08,0.809,0.346,1.654,2.81,facility_2012.xls
145004,MANORCARE OF ELGIN,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF ELGIN,IL,88,,72.99,61.11,25.0,0.944,0.453,2.079,3.477,facility_2013.xls
145012,HEARTLAND OF GALESBURG,IL,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF GALESBURG,IL,84,,,36.23,21.74,0.3797101449275363,1.0427536231884058,1.915217391304348,3.33768115942029,facil2009new.xls
145012,HEARTLAND OF GALESBURG,IL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF GALESBURG,IL,84,,,23.61,40.28,0.4979166666666667,0.6819444444444445,1.786805555555555,2.966666666666667,facil2010new.xls
145012,HEARTLAND OF GALESBURG,IL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF GALESBURG,IL,84,,67.44,23.61,40.28,0.498,0.682,1.787,2.967,facility_2011.xls
145012,HEARTLAND OF GALESBURG,IL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF GALESBURG,IL,84,,64.19,37.31,29.85,0.304,0.891,1.789,2.984,facility_2012.xls
145012,HEARTLAND OF GALESBURG,IL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF GALESBURG,IL,84,,67.95,48.57,18.57,0.571,0.72,1.98,3.271,facility_2013.xls
145021,HEARTLAND OF MACOMB,IL,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF MACOMB,IL,80,,,41.54,20.0,0.7561538461538462,0.6115384615384616,2.3153846153846156,3.683076923076923,facil2009new.xls
145021,HEARTLAND OF MACOMB,IL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF MACOMB,IL,80,,,36.0,28.0,0.6359999999999999,0.6006666666666667,1.9953333333333336,3.232,facil2010new.xls
145021,HEARTLAND OF MACOMB,IL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF MACOMB,IL,80,,66.32,44.78,25.37,0.999,0.438,2.116,3.553,facility_2011.xls
145021,HEARTLAND OF MACOMB,IL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF MACOMB,IL,80,,63.89,42.86,17.46,0.806,0.522,2.137,3.465,facility_2012.xls
145021,HEARTLAND OF MACOMB,IL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF MACOMB,IL,80,,67.71,44.78,16.42,0.727,0.498,1.873,3.098,facility_2013.xls
145027,HEARTLAND OF MOLINE,IL,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF MOLINE,IL,149,,,6.21,35.17,0.0613793103448275,0.846551724137931,1.9634482758620688,2.8713793103448273,facil2009new.xls
145027,HEARTLAND OF MOLINE,IL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF MOLINE,IL,149,,,6.21,35.17,0.0613793103448275,0.846551724137931,1.9634482758620688,2.8713793103448273,facil2010new.xls
145027,HEARTLAND OF MOLINE,IL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF MOLINE,IL,149,,130.53,6.3,37.01,0.515,0.993,2.619,4.127,facility_2011.xls
145027,HEARTLAND OF MOLINE,IL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF MOLINE,IL,149,,124.43,9.77,44.36,0.581,0.72,2.327,3.628,facility_2012.xls
145027,HEARTLAND OF MOLINE,IL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF MOLINE,IL,149,,122.56,12.4,29.46,0.416,0.498,2.136,3.049,facility_2013.xls
145031,HEARTLAND OF NORMAL,IL,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF NORMAL,IL,116,,,18.82,37.65,0.8523529411764706,0.611764705882353,2.533529411764706,3.99764705882353,facil2009new.xls
145031,HEARTLAND OF NORMAL,IL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF NORMAL,IL,116,,,18.82,37.65,0.8523529411764706,0.611764705882353,2.533529411764706,3.99764705882353,facil2010new.xls
145031,HEARTLAND OF NORMAL,IL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF NORMAL,IL,116,,92.21,20.22,43.82,0.479,0.897,2.266,3.642,facility_2011.xls
145031,HEARTLAND OF NORMAL,IL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF NORMAL,IL,116,,92.16,22.73,48.86,0.855,0.955,2.363,4.172,facility_2012.xls
145031,HEARTLAND OF NORMAL,IL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF NORMAL,IL,116,,88.0,31.33,37.35,0.571,0.958,2.437,3.966,facility_2013.xls
145038,HEARTLAND OF DECATUR,IL,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF DECATUR,IL,112,,,16.98,27.36,0.4820754716981131,0.739622641509434,2.0698113207547166,3.291509433962264,facil2009new.xls
145038,HEARTLAND OF DECATUR,IL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF DECATUR,IL,112,,,17.14,34.29,0.4671428571428571,0.6933333333333334,2.105714285714286,3.2661904761904768,facil2010new.xls
145038,HEARTLAND OF DECATUR,IL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF DECATUR,IL,112,,99.49,22.12,26.92,0.614,0.605,2.285,3.504,facility_2011.xls
145038,HEARTLAND OF DECATUR,IL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF DECATUR,IL,117,,98.73,21.78,21.78,0.413,0.972,2.115,3.5,facility_2012.xls
145038,HEARTLAND OF DECATUR,IL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF DECATUR,IL,117,,95.88,25.0,27.88,0.26,0.983,2.103,3.346,facility_2013.xls
145039,HEARTLAND OF PEORIA,IL,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF PEORIA,IL,144,,,37.1,21.77,0.5512096774193548,0.8649193548387096,2.10241935483871,3.5185483870967738,facil2009new.xls
145039,HEARTLAND OF PEORIA,IL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF PEORIA,IL,144,,,28.79,34.85,0.5125000000000001,0.8746212121212121,2.028409090909091,3.4155303030303035,facil2010new.xls
145039,HEARTLAND OF PEORIA,IL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF PEORIA,IL,144,,129.02,39.84,27.34,0.51,0.888,1.811,3.209,facility_2011.xls
145039,HEARTLAND OF PEORIA,IL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF PEORIA,IL,144,,129.76,32.09,32.84,0.617,0.87,2.337,3.824,facility_2012.xls
145039,HEARTLAND OF PEORIA,IL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF PEORIA,IL,144,,128.47,29.71,29.71,0.685,0.867,2.34,3.892,facility_2013.xls
145043,MANORCARE OF KANKAKEE,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF KANKAKEE,IL,107,,,53.0,25.0,0.315,0.747,2.1895000000000007,3.2514999999999996,facil2009new.xls
145043,MANORCARE OF KANKAKEE,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF KANKAKEE,IL,107,,,56.86,23.53,0.3955882352941177,0.5245098039215687,2.0,2.9200980392156866,facil2010new.xls
145043,MANORCARE OF KANKAKEE,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF KANKAKEE,IL,107,,95.85,52.63,20.0,0.705,0.669,1.738,3.113,facility_2011.xls
145043,MANORCARE OF KANKAKEE,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF KANKAKEE,IL,107,,93.83,65.52,22.99,0.604,0.736,1.514,2.855,facility_2012.xls
145043,MANORCARE OF KANKAKEE,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF KANKAKEE,IL,107,,91.58,73.86,17.05,0.67,0.63,2.273,3.573,facility_2013.xls
145045,MANORCARE OF NAPERVILLE,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF NAPERVILLE,IL,117,,,28.57,39.56,1.2543956043956044,0.4527472527472528,2.1543956043956047,3.861538461538461,facil2009new.xls
145045,MANORCARE OF NAPERVILLE,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF NAPERVILLE,IL,117,,,22.32,43.75,1.2133928571428572,0.2357142857142857,1.8566964285714287,3.305803571428572,facil2010new.xls
145045,MANORCARE OF NAPERVILLE,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF NAPERVILLE,IL,117,,92.23,25.81,39.78,1.308,0.3,1.887,3.495,facility_2011.xls
145045,MANORCARE OF NAPERVILLE,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF NAPERVILLE,IL,117,,93.35,27.47,43.96,1.331,0.286,2.024,3.641,facility_2012.xls
145045,MANORCARE OF NAPERVILLE,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF NAPERVILLE,IL,115,,82.47,11.54,50.0,1.642,0.246,2.297,4.185,facility_2013.xls
145087,MANORCARE OF OAK LAWN WEST,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF OAK LAWN WEST,IL,191,,,40.37,36.65,0.8956521739130434,0.6798136645962732,2.190372670807453,3.76583850931677,facil2009new.xls
145087,MANORCARE OF OAK LAWN WEST,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF OAK LAWN WEST,IL,191,,,42.18,39.46,0.3367346938775509,0.6214285714285714,2.254081632653061,3.2122448979591836,facil2010new.xls
145087,MANORCARE OF OAK LAWN WEST,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF OAK LAWN WEST,IL,191,,147.16,38.1,40.82,0.92,0.725,2.017,3.662,facility_2011.xls
145087,MANORCARE OF OAK LAWN WEST,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF OAK LAWN WEST,IL,191,,147.85,38.36,41.1,1.16,0.787,2.377,4.325,facility_2012.xls
145087,MANORCARE OF OAK LAWN WEST,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF OAK LAWN WEST,IL,191,,136.91,43.44,36.07,1.3,0.714,2.383,4.397,facility_2013.xls
145190,HEARTLAND OF CHAMPAIGN,IL,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF CHAMPAIGN,IL,102,,,11.25,26.25,0.751875,0.6699999999999999,2.148125,3.5699999999999994,facil2009new.xls
145190,HEARTLAND OF CHAMPAIGN,IL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF CHAMPAIGN,IL,102,,,12.79,34.88,0.7104651162790698,0.9459302325581396,2.4284883720930237,4.084883720930232,facil2010new.xls
145190,HEARTLAND OF CHAMPAIGN,IL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF CHAMPAIGN,IL,102,,70.55,11.69,40.26,0.811,0.842,2.56,4.213,facility_2011.xls
145190,HEARTLAND OF CHAMPAIGN,IL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF CHAMPAIGN,IL,102,,74.17,13.92,40.51,0.677,0.802,2.1,3.579,facility_2012.xls
145190,HEARTLAND OF CHAMPAIGN,IL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF CHAMPAIGN,IL,102,,76.7,22.09,37.21,0.407,0.735,1.703,2.845,facility_2013.xls
145199,MANORCARE OF ARLINGTON HEIGHTS,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF ARLINGTON HEIGHTS,IL,151,,,26.4,48.0,1.2028,0.4168,2.016,3.6356,facil2009new.xls
145199,MANORCARE OF ARLINGTON HEIGHTS,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF ARLINGTON HEIGHTS,IL,151,,,29.91,44.86,1.102803738317757,0.3233644859813084,2.000934579439252,3.427102803738318,facil2010new.xls
145199,MANORCARE OF ARLINGTON HEIGHTS,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF ARLINGTON HEIGHTS,IL,151,,105.33,31.96,37.11,1.529,0.364,2.258,4.151,facility_2011.xls
145199,MANORCARE OF ARLINGTON HEIGHTS,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF ARLINGTON HEIGHTS,IL,151,,97.59,27.78,39.81,1.444,0.273,2.106,3.824,facility_2012.xls
145199,MANORCARE OF ARLINGTON HEIGHTS,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF ARLINGTON HEIGHTS,IL,151,,99.88,27.88,9.62,1.742,0.288,2.526,4.556,facility_2013.xls
145246,MANORCARE OF HINSDALE,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF HINSDALE,IL,200,,,8.38,55.5,0.8790575916230365,0.7041884816753927,2.205759162303665,3.7890052356020942,facil2009new.xls
145246,MANORCARE OF HINSDALE,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF HINSDALE,IL,202,,,7.73,56.35,1.0803867403314915,0.7784530386740331,2.369337016574586,4.228176795580111,facil2010new.xls
145246,MANORCARE OF HINSDALE,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF HINSDALE,IL,202,,166.94,8.98,62.87,0.99,0.96,2.235,4.185,facility_2011.xls
145246,MANORCARE OF HINSDALE,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF HINSDALE,IL,202,,160.47,8.98,57.49,1.05,0.885,2.19,4.125,facility_2012.xls
145246,MANORCARE OF HINSDALE,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF HINSDALE,IL,202,,158.68,12.96,52.47,1.299,0.789,2.194,4.283,facility_2013.xls
145338,MANORCARE OF WESTMONT,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF WESTMONT,IL,155,,,34.38,33.59,1.233984375,0.43359375,2.024609375,3.6921875,facil2009new.xls
145338,MANORCARE OF WESTMONT,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF WESTMONT,IL,155,,,31.2,36.8,1.218,0.4751999999999999,2.1036000000000006,3.7968,facil2010new.xls
145338,MANORCARE OF WESTMONT,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF WESTMONT,IL,155,,121.01,31.54,43.08,0.969,0.536,1.853,3.358,facility_2011.xls
145338,MANORCARE OF WESTMONT,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF WESTMONT,IL,155,,114.57,38.33,40.83,1.028,0.561,1.993,3.582,facility_2012.xls
145338,MANORCARE OF WESTMONT,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF WESTMONT,IL,155,,114.97,38.33,40.83,1.028,0.561,1.993,3.582,facility_2013.xls
145350,MANORCARE OF ROLLING MEADOWS,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF ROLLING MEADOWS,IL,155,,,50.82,28.69,0.9049180327868852,0.4090163934426229,1.7737704918032788,3.087704918032787,facil2009new.xls
145350,MANORCARE OF ROLLING MEADOWS,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF ROLLING MEADOWS,IL,155,,,56.36,24.55,0.9304545454545454,0.4540909090909091,1.9172727272727272,3.3018181818181818,facil2010new.xls
145350,MANORCARE OF ROLLING MEADOWS,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF ROLLING MEADOWS,IL,155,,105.52,56.36,23.64,0.868,0.412,1.96,3.24,facility_2011.xls
145350,MANORCARE OF ROLLING MEADOWS,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF ROLLING MEADOWS,IL,155,,102.33,61.11,17.59,0.785,0.475,1.976,3.235,facility_2012.xls
145350,MANORCARE OF ROLLING MEADOWS,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF ROLLING MEADOWS,IL,155,,101.9,55.91,20.43,0.827,0.555,2.097,3.479,facility_2013.xls
145363,MANORCARE OF OAK LAWN EAST,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF OAK LAWN EAST,IL,122,,,22.41,56.03,1.081034482758621,0.571551724137931,2.0948275862068964,3.747413793103448,facil2009new.xls
